Emp_ID,First_Name,Last_Name,Full Name,Gender,State,City,Education,BirthDate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating,Effective_TermDate,Age
00-28572252,Erica,Orr,Erica Orr,Male,New York,New York City,Bachelor,16/11/1988,28/08/2017,06/11/2022,IT,IT Support Specialist,73488,Satisfactory,06/11/2022,36
00-30509175,Ashley,Sullivan,Ashley Sullivan,Male,New York,New York City,High School,07/10/1982,20/11/2022,19/05/2023,Operations,Inventory Specialist,61678,Needs Improvement,19/05/2023,42
00-64707061,Aaron,Mitchell,Aaron Mitchell,Female,New York,New York City,Bachelor,23/05/1992,16/06/2018,13/12/2018,IT,Software Developer,94594,Satisfactory,13/12/2018,33
00-18357162,Kristi,Lawson,Kristi Lawson,Male,Michigan,Detroit,Bachelor,06/02/1968,06/05/2017,,Operations,Inventory Specialist,76197,Satisfactory,22/06/2025,57
00-88393811,Steven,Ramos,Steven Ramos,Female,New York,New York City,Bachelor,16/05/1995,23/03/2024,19/09/2024,Operations,Logistics Coordinator,60859,Satisfactory,19/09/2024,30
00-87267850,William,Leon,William Leon,Female,New York,New York City,High School,28/10/1997,06/11/2018,05/05/2019,Marketing,Content Creator,52939,Needs Improvement,05/05/2019,27
00-50079111,Jill,Hopkins,Jill Hopkins,Male,New York,New York City,PhD,13/08/1993,21/04/2022,09/06/2024,Sales,Sales Specialist,62230,Excellent,09/06/2024,31
00-83300637,Zachary,Schultz,Zachary Schultz,Male,New York,New York City,Bachelor,13/10/1998,11/05/2023,07/11/2023,IT,IT Support Specialist,68297,Good,07/11/2023,26
00-39450273,Clarence,Crane,Clarence Crane,Male,New York,New York City,High School,13/10/1999,02/04/2017,,Operations,Inventory Specialist,62190,Needs Improvement,22/06/2025,25
00-62191530,Emily,Walker,Emily Walker,Female,North Carolina,Charlotte,Master,22/03/1960,19/03/2018,15/09/2018,IT,Software Developer,96606,Good,15/09/2018,65
00-64266464,Dylan,Williams,Dylan Williams,Male,New York,New York City,High School,07/12/1985,04/07/2022,31/12/2022,Operations,Inventory Specialist,55854,Needs Improvement,31/12/2022,39
00-93517915,Cheryl,Mack,Cheryl Mack,Female,Ohio,Cleveland,Bachelor,17/09/1996,25/06/2020,22/12/2020,Customer Service,Customer Service Representative,54580,Satisfactory,22/12/2020,28
00-85751409,Robert,Soto,Robert Soto,Female,New York,New York City,Bachelor,04/05/1998,17/03/2022,13/09/2022,Operations,Inventory Specialist,58131,Satisfactory,13/09/2022,27
00-67527432,Jennifer,Cruz,Jennifer Cruz,Female,Ohio,Cincinnati,Bachelor,20/07/1972,05/06/2017,17/12/2021,Operations,Inventory Specialist,64260,Good,17/12/2021,52
00-16749089,John,Douglas,John Douglas,Female,Michigan,Grand Rapids,High School,19/04/1996,03/01/2017,24/09/2021,Customer Service,Help Desk Technician,63590,Needs Improvement,24/09/2021,29
00-71028710,Patricia,Dalton,Patricia Dalton,Female,New York,New York City,High School,04/08/1971,10/12/2018,23/05/2021,Customer Service,Customer Service Representative,63956,Excellent,23/05/2021,53
00-66581473,Daniel,Coleman,Daniel Coleman,Male,Michigan,Warren,Bachelor,15/11/1983,10/03/2017,07/05/2024,Marketing,Content Creator,67857,Good,07/05/2024,41
00-12601580,Linda,Dominguez,Linda Dominguez,Female,New York,New York City,Bachelor,27/01/1988,30/06/2022,27/12/2022,Customer Service,Customer Service Representative,53458,Good,27/12/2022,37
00-40094589,Brent,Wright,Brent Wright,Male,New York,New York City,Master,02/03/1994,26/11/2022,25/05/2023,IT,System Administrator,68344,Excellent,25/05/2023,31
00-14164775,David,Anderson,David Anderson,Female,New York,New York City,Bachelor,27/06/1985,29/06/2024,26/12/2024,Customer Service,Customer Service Manager,67027,Needs Improvement,26/12/2024,40
00-12735359,Elizabeth,Travis,Elizabeth Travis,Female,New York,New York City,Bachelor,17/11/2002,20/08/2021,16/02/2022,Sales,Sales Representative,66258,Good,16/02/2022,22
00-73560289,Logan,Fischer,Logan Fischer,Male,New York,New York City,Bachelor,24/07/1971,21/06/2022,18/12/2022,Sales,Sales Representative,64327,Satisfactory,18/12/2022,53
00-72415804,Cheyenne,Ball,Cheyenne Ball,Male,Michigan,Grand Rapids,Bachelor,23/10/1981,16/07/2022,12/01/2023,IT,Software Developer,91360,Good,12/01/2023,43
00-91321540,Ronald,Meadows,Ronald Meadows,Male,New York,New York City,Bachelor,28/10/1973,23/06/2021,20/12/2021,Marketing,SEO Specialist,73844,Satisfactory,20/12/2021,51
00-25372341,Phyllis,Manning,Phyllis Manning,Male,New York,New York City,Bachelor,15/07/1997,04/07/2023,31/12/2023,Operations,Logistics Coordinator,65413,Satisfactory,31/12/2023,27
00-24508768,Shannon,Walton,Shannon Walton,Male,New York,New York City,Bachelor,15/03/1972,22/11/2020,21/05/2021,IT,Software Developer,95493,Good,21/05/2021,53
00-60372847,Dana,Cannon,Dana Cannon,Male,Michigan,Grand Rapids,Bachelor,02/02/1995,22/07/2019,08/06/2022,Sales,Sales Representative,82548,Satisfactory,08/06/2022,30
00-20200074,Todd,Allen,Todd Allen,Female,New York,New York City,Bachelor,12/10/1972,19/06/2020,16/12/2020,Finance,Financial Analyst,95235,Good,16/12/2020,52
00-23676961,Chris,Mitchell,Chris Mitchell,Female,New York,New York City,Bachelor,29/10/1962,16/04/2022,13/10/2022,Marketing,SEO Specialist,81450,Good,13/10/2022,62
00-90585882,Matthew,Orozco,Matthew Orozco,Female,New York,New York City,Bachelor,14/10/2001,01/02/2023,31/07/2023,Marketing,Content Creator,58407,Excellent,31/07/2023,23
00-15512205,Devon,Hall,Devon Hall,Male,New York,New York City,Bachelor,04/06/1969,27/09/2018,07/08/2021,Sales,Sales Representative,81959,Satisfactory,07/08/2021,56
00-59737181,Eric,Lewis,Eric Lewis,Male,New York,New York City,PhD,02/09/1968,10/06/2016,12/05/2021,Sales,Sales Specialist,74105,Excellent,12/05/2021,56
00-11698142,Rick,Daniels,Rick Daniels,Male,New York,New York City,Bachelor,20/10/1993,11/06/2023,08/12/2023,Customer Service,Help Desk Technician,78079,Satisfactory,08/12/2023,31
00-68186525,Bryan,Wall,Bryan Wall,Male,Illinois,Naperville,High School,29/04/1975,31/05/2024,27/11/2024,Customer Service,Customer Service Representative,60685,Excellent,27/11/2024,50
00-71705170,Rebecca,Silva,Rebecca Silva,Male,New York,New York City,Master,28/05/1970,28/09/2022,27/03/2023,IT,System Administrator,91983,Good,27/03/2023,55
00-80027662,Andrew,Gilmore,Andrew Gilmore,Male,New York,New York City,Bachelor,26/11/1983,11/08/2018,07/02/2019,Operations,Inventory Specialist,68235,Good,07/02/2019,41
00-82232344,Omar,Smith,Omar Smith,Female,New York,New York City,Master,02/06/1972,17/05/2023,13/11/2023,Sales,Sales Consultant,96575,Excellent,13/11/2023,53
00-89520597,Kenneth,Price,Kenneth Price,Female,North Carolina,Charlotte,High School,06/02/1981,13/12/2017,14/06/2019,Customer Service,Help Desk Technician,80107,Needs Improvement,14/06/2019,44
00-21631697,Stephanie,Barnes,Stephanie Barnes,Male,Illinois,Naperville,Master,10/06/1987,18/10/2017,16/04/2018,Sales,Sales Manager,111822,Excellent,16/04/2018,38
00-72372114,Jessica,Marsh,Jessica Marsh,Female,New York,New York City,Bachelor,26/06/1973,14/12/2020,12/06/2021,Sales,Sales Consultant,74894,Good,12/06/2021,52
00-55150390,Jeffrey,Robinson,Jeffrey Robinson,Male,New York,New York City,Bachelor,16/09/1983,19/06/2015,03/09/2018,Customer Service,Customer Service Representative,68170,Satisfactory,03/09/2018,41
00-75437844,Todd,Price,Todd Price,Male,Michigan,Detroit,High School,23/04/1986,17/09/2017,16/03/2018,IT,IT Support Specialist,58120,Needs Improvement,16/03/2018,39
00-47535126,Erin,Powell,Erin Powell,Male,New York,New York City,Master,02/02/1992,06/03/2023,02/09/2023,Sales,Sales Consultant,69351,Excellent,02/09/2023,33
00-84597009,Mary,Calhoun,Mary Calhoun,Female,New York,New York City,Bachelor,16/05/1980,30/08/2015,11/06/2020,Operations,Inventory Specialist,63090,Needs Improvement,11/06/2020,45
00-42394260,Amanda,Meadows,Amanda Meadows,Female,North Carolina,Charlotte,Bachelor,08/09/1969,18/08/2022,14/02/2023,Finance,Accountant,66590,Good,14/02/2023,55
00-42255732,Anne,Johnson,Anne Johnson,Male,New York,New York City,Bachelor,07/07/1960,07/09/2022,06/03/2023,IT,Software Developer,94979,Good,06/03/2023,65
00-75876924,Roy,Camacho,Roy Camacho,Female,New York,New York City,Bachelor,15/04/1966,12/03/2019,08/09/2019,Customer Service,Support Specialist,68030,Good,08/09/2019,59
00-49491631,Brent,Gray,Brent Gray,Female,Michigan,Detroit,Bachelor,19/08/1989,24/03/2017,12/12/2023,Marketing,Content Creator,55734,Satisfactory,12/12/2023,35
00-51098277,Shawn,Rogers,Shawn Rogers,Female,Pennsylvania,Philadelphia,Bachelor,26/05/1969,08/12/2022,06/06/2023,Sales,Sales Representative,65009,Satisfactory,06/06/2023,56
00-84285882,Nicholas,Walton,Nicholas Walton,Female,Michigan,Grand Rapids,PhD,07/04/1990,19/11/2020,18/05/2021,Sales,Sales Specialist,73797,Excellent,18/05/2021,35
00-83871890,Robert,Conley,Robert Conley,Female,New York,New York City,Bachelor,18/10/1961,02/07/2018,29/01/2020,Customer Service,Customer Service Representative,59391,Good,29/01/2020,63
00-46361787,Andrew,Ryan,Andrew Ryan,Male,New York,New York City,Bachelor,08/12/1977,16/05/2018,12/11/2018,Sales,Sales Consultant,95438,Good,12/11/2018,47
00-35848226,Jeffrey,Jones,Jeffrey Jones,Female,New York,New York City,Bachelor,31/01/1992,11/09/2018,10/03/2019,Marketing,Marketing Coordinator,52863,Satisfactory,10/03/2019,33
00-34850391,Billy,Johnson,Billy Johnson,Female,Pennsylvania,Philadelphia,Bachelor,04/11/1976,07/04/2017,23/12/2024,Sales,Sales Representative,59645,Good,23/12/2024,48
00-47111151,James,Smith,James Smith,Female,New York,New York City,Master,24/04/1990,01/03/2022,28/08/2022,IT,System Administrator,72411,Excellent,28/08/2022,35
00-47983442,John,Wells,John Wells,Female,North Carolina,Charlotte,Master,02/08/1980,14/02/2024,12/08/2024,Sales,Sales Consultant,92457,Good,12/08/2024,44
00-40532273,Anne,Robinson,Anne Robinson,Female,New York,New York City,Bachelor,03/09/1962,29/09/2018,28/03/2019,Customer Service,Customer Service Representative,64737,Good,28/03/2019,62
00-81690398,Jonathan,Wood,Jonathan Wood,Female,New York,New York City,Bachelor,09/06/1980,23/08/2016,,Customer Service,Help Desk Technician,78322,Good,22/06/2025,45
00-84270583,Catherine,Adkins,Catherine Adkins,Male,New York,New York City,Bachelor,25/03/1996,14/02/2017,08/11/2024,Operations,Inventory Specialist,63371,Good,08/11/2024,29
00-75884623,Kimberly,Martin,Kimberly Martin,Female,New York,New York City,High School,21/02/1994,30/04/2016,27/01/2019,Operations,Inventory Specialist,61038,Needs Improvement,27/01/2019,31
00-48163378,Daniel,Johnson,Daniel Johnson,Male,New York,New York City,Master,09/12/1990,02/05/2019,29/03/2022,IT,Software Developer,102531,Good,29/03/2022,34
00-34744872,Barbara,Odonnell,Barbara Odonnell,Male,Illinois,Chicago,Bachelor,13/11/1996,25/05/2024,21/11/2024,Marketing,Marketing Coordinator,72436,Good,21/11/2024,28
00-74119726,Randy,Espinoza,Randy Espinoza,Male,Ohio,Cleveland,Bachelor,22/03/1996,30/01/2016,23/10/2023,Sales,Sales Representative,62740,Satisfactory,23/10/2023,29
00-76001106,Brittany,Rivas,Brittany Rivas,Male,New York,New York City,Bachelor,03/04/1986,04/04/2016,01/10/2016,Finance,Accountant,71374,Satisfactory,01/10/2016,39
00-17195288,Curtis,Barton,Curtis Barton,Female,New York,New York City,High School,03/07/1989,27/11/2017,19/12/2018,Marketing,Content Creator,53525,Needs Improvement,19/12/2018,35
00-21432787,Gabrielle,Trujillo,Gabrielle Trujillo,Female,New York,New York City,Bachelor,30/04/1970,05/11/2018,04/05/2019,Customer Service,Support Specialist,57059,Satisfactory,04/05/2019,55
00-65857931,Tonya,Patton,Tonya Patton,Female,New York,New York City,High School,26/05/1999,15/05/2021,11/11/2021,Customer Service,Help Desk Technician,81281,Needs Improvement,11/11/2021,26
00-80138498,Amanda,Stanley,Amanda Stanley,Male,New York,New York City,Bachelor,26/05/1973,27/01/2018,26/07/2018,Sales,Sales Representative,77133,Good,26/07/2018,52
00-88990506,William,Peterson,William Peterson,Male,Illinois,Chicago,Bachelor,27/01/1977,25/11/2018,24/05/2019,Operations,Logistics Coordinator,59761,Excellent,24/05/2019,48
00-93352876,Robert,Henry,Robert Henry,Male,New York,New York City,High School,05/04/1970,17/06/2016,14/12/2016,Customer Service,Help Desk Technician,69063,Needs Improvement,14/12/2016,55
00-37888820,Susan,Reid,Susan Reid,Male,New York,New York City,Master,31/10/1977,18/11/2021,17/05/2022,IT,System Administrator,89816,Good,17/05/2022,47
00-20896797,Steve,Hernandez,Steve Hernandez,Male,Ohio,Columbus,Bachelor,30/10/1993,10/03/2017,28/08/2021,Finance,Accounts Payable Specialist,61703,Good,28/08/2021,31
00-20075036,Jessica,Sheppard,Jessica Sheppard,Female,New York,New York City,Bachelor,21/12/1973,15/04/2017,,Finance,Accountant,87080,Satisfactory,22/06/2025,51
00-89699989,Christina,Gillespie,Christina Gillespie,Male,New York,New York City,Bachelor,12/01/1964,28/10/2019,25/04/2020,Customer Service,Help Desk Technician,66381,Excellent,25/04/2020,61
00-48668783,Timothy,Graham,Timothy Graham,Female,New York,New York City,High School,16/06/1981,11/10/2022,09/04/2023,Operations,Inventory Specialist,57499,Needs Improvement,09/04/2023,44
00-70939053,Brittany,Morris,Brittany Morris,Female,New York,New York City,Bachelor,10/02/1975,05/04/2016,01/04/2024,Operations,Inventory Specialist,56166,Excellent,01/04/2024,50
00-93893865,Mariah,Miller,Mariah Miller,Male,New York,New York City,Bachelor,07/09/1997,08/12/2020,23/07/2022,Sales,Sales Representative,82595,Good,23/07/2022,27
00-25405014,Shannon,Christensen,Shannon Christensen,Male,New York,New York City,High School,01/04/1996,09/08/2020,22/07/2022,Operations,Inventory Specialist,62555,Needs Improvement,22/07/2022,29
00-45652586,Cheryl,Gray,Cheryl Gray,Female,Michigan,Warren,Bachelor,16/03/1961,12/01/2023,11/07/2023,Operations,Inventory Specialist,65121,Good,11/07/2023,64
00-32269779,Troy,Nguyen,Troy Nguyen,Male,New York,New York City,Bachelor,02/07/1992,09/07/2017,05/01/2018,Marketing,Marketing Coordinator,73622,Good,05/01/2018,32
00-86397676,Jason,Salinas,Jason Salinas,Female,New York,New York City,PhD,29/11/1966,12/05/2024,08/11/2024,Finance,Financial Analyst,107609,Excellent,08/11/2024,58
00-72907576,Joshua,Carlson,Joshua Carlson,Female,New York,New York City,High School,16/07/1999,08/12/2022,06/06/2023,IT,IT Support Specialist,55096,Needs Improvement,06/06/2023,25
00-46540265,Joshua,Smith,Joshua Smith,Female,New York,New York City,Bachelor,19/12/1986,15/03/2020,15/06/2021,Operations,Operations Analyst,69793,Excellent,15/06/2021,38
00-20796722,Christopher,Cortez,Christopher Cortez,Female,Michigan,Detroit,Bachelor,18/07/1982,08/07/2020,18/09/2021,IT,Software Developer,102129,Satisfactory,18/09/2021,42
00-53261270,Angela,Allen,Angela Allen,Male,New York,New York City,Master,27/05/1986,04/07/2021,31/12/2021,IT,System Administrator,67886,Excellent,31/12/2021,39
00-40725714,Debbie,Henry,Debbie Henry,Female,New York,New York City,Bachelor,24/11/1983,03/11/2018,02/05/2019,Operations,Operations Analyst,71889,Satisfactory,02/05/2019,41
00-12784407,Andre,Phillips,Andre Phillips,Female,New York,New York City,High School,30/10/1972,06/06/2024,03/12/2024,Customer Service,Customer Service Representative,62790,Needs Improvement,03/12/2024,52
00-46173157,Heather,Torres,Heather Torres,Female,New York,New York City,Bachelor,29/07/1976,13/08/2020,09/02/2021,Operations,Logistics Coordinator,58167,Satisfactory,09/02/2021,48
00-79654147,Miguel,Tran,Miguel Tran,Female,New York,New York City,High School,07/08/1999,14/05/2022,10/11/2022,Customer Service,Support Specialist,59713,Needs Improvement,10/11/2022,25
00-88561612,Ronald,Reese,Ronald Reese,Male,New York,New York City,Bachelor,05/12/1972,09/05/2019,05/11/2019,Operations,Logistics Coordinator,63660,Satisfactory,05/11/2019,52
00-73083727,Michael,Chavez,Michael Chavez,Female,New York,New York City,Bachelor,28/02/1981,30/04/2018,13/06/2021,Operations,Inventory Specialist,55713,Satisfactory,13/06/2021,44
00-99943797,John,Martinez,John Martinez,Male,New York,New York City,Bachelor,07/07/1990,15/03/2016,26/06/2023,Customer Service,Help Desk Technician,78805,Good,26/06/2023,34
00-65250068,Leslie,Newton,Leslie Newton,Female,New York,New York City,Bachelor,11/07/1978,24/10/2022,22/04/2023,Sales,Sales Representative,60912,Good,22/04/2023,46
00-63747791,Hannah,Lee,Hannah Lee,Male,New York,New York City,High School,08/10/1980,14/10/2017,11/04/2018,Operations,Inventory Specialist,66240,Needs Improvement,11/04/2018,44
00-71045700,Todd,Hardy,Todd Hardy,Male,New York,New York City,High School,27/04/1990,22/10/2016,29/10/2019,Customer Service,Support Specialist,60280,Excellent,29/10/2019,35
00-25558733,Alicia,Campbell,Alicia Campbell,Male,New York,New York City,Bachelor,28/03/1989,09/02/2024,07/08/2024,Customer Service,Customer Service Representative,64287,Good,07/08/2024,36
00-79067939,Marissa,Phillips,Marissa Phillips,Male,New York,New York City,Master,05/02/1983,21/05/2023,17/11/2023,Sales,Sales Specialist,66781,Excellent,17/11/2023,42
00-82825679,Harry,Smith,Harry Smith,Male,New York,New York City,Bachelor,26/07/1970,27/07/2019,23/01/2020,Sales,Sales Representative,84094,Good,23/01/2020,54
00-79583757,David,Williams,David Williams,Female,New York,New York City,Bachelor,18/07/1971,22/01/2018,26/04/2024,Sales,Sales Representative,66981,Good,26/04/2024,53
00-69329732,Angela,Terry,Angela Terry,Female,New York,New York City,Bachelor,22/08/1978,19/02/2022,22/08/2023,Customer Service,Help Desk Technician,78546,Good,22/08/2023,46
00-83715012,Dana,Mullins,Dana Mullins,Male,Virginia,Richmond,Bachelor,19/07/1965,09/02/2017,19/10/2020,Operations,Logistics Coordinator,64019,Good,19/10/2020,59
00-75056916,Monique,Andrews,Monique Andrews,Male,New York,New York City,Bachelor,25/12/1984,01/07/2016,11/04/2021,Sales,Sales Representative,80980,Excellent,11/04/2021,40
00-42117961,Timothy,Peterson,Timothy Peterson,Female,West Virginia,Charleston,Bachelor,21/07/1991,20/01/2022,19/07/2022,Sales,Sales Representative,58242,Good,19/07/2022,33
00-11835355,Johnny,Hensley,Johnny Hensley,Female,New York,New York City,Master,03/08/1986,14/02/2020,03/07/2023,IT,Software Developer,95432,Good,03/07/2023,38
00-25228493,Lynn,Morales,Lynn Morales,Male,New York,New York City,Bachelor,31/07/1966,29/01/2019,08/09/2021,Customer Service,Support Specialist,72036,Good,08/09/2021,58
00-30665654,Barbara,Parks,Barbara Parks,Female,New York,New York City,Bachelor,26/12/1980,28/02/2020,26/08/2020,Sales,Sales Representative,69216,Satisfactory,26/08/2020,44
00-78299645,Edward,Hart,Edward Hart,Male,Illinois,Chicago,Bachelor,24/07/1978,28/04/2022,25/10/2022,Customer Service,Customer Service Representative,63344,Needs Improvement,25/10/2022,46
00-74759996,Christopher,Wright,Christopher Wright,Male,North Carolina,Raleigh,Bachelor,12/09/1980,04/08/2018,31/01/2019,Marketing,Content Creator,63342,Good,31/01/2019,44
00-83989546,Kathy,Obrien,Kathy Obrien,Male,Michigan,Grand Rapids,Bachelor,30/05/2000,04/11/2017,04/02/2019,Customer Service,Customer Service Representative,67818,Satisfactory,04/02/2019,25
00-78214937,Christine,Rowe,Christine Rowe,Male,New York,New York City,Bachelor,19/12/1960,28/05/2022,15/10/2024,Customer Service,Customer Service Representative,74416,Good,15/10/2024,64
